17:55:00 24:10:2011	+9.981163E-01,+1.000000E-03,+9.910000E+37,+1.046130E+04,+3.584000E+04,+9.981189E-01,+1.000000E-03,+9.910000E+37,+1.046136E+04,+3.584000E+04,+9.981188E-01,+1.000000E-03,+9.910000E+37,+1.046142E+04,+3.584000E+04,+2.694590E-04,+0.000000E+00,+9.910000E+37,+1.046147E+04,+3.584000E+04
18:00:00 24:10:2011	+9.981115E-01,+1.000000E-03,+9.910000E+37,+1.076848E+04,+3.584000E+04,+9.981125E-01,+1.000000E-03,+9.910000E+37,+1.076854E+04,+3.584000E+04,+9.981120E-01,+1.000000E-03,+9.910000E+37,+1.076859E+04,+3.584000E+04,+2.693069E-04,+0.000000E+00,+9.910000E+37,+1.076865E+04,+3.584000E+04
18:05:00 24:10:2011	+9.981155E-01,+1.000000E-03,+9.910000E+37,+1.107560E+04,+3.584000E+04,+9.981169E-01,+1.000000E-03,+9.910000E+37,+1.107566E+04,+3.584000E+04,+9.981192E-01,+1.000000E-03,+9.910000E+37,+1.107571E+04,+3.584000E+04,+2.689270E-04,+0.000000E+00,+9.910000E+37,+1.107577E+04,+3.584000E+04
18:10:00 24:10:2011	+9.981132E-01,+1.000000E-03,+9.910000E+37,+1.138276E+04,+3.584000E+04,+9.981095E-01,+1.000000E-03,+9.910000E+37,+1.138282E+04,+3.584000E+04,+9.981145E-01,+1.000000E-03,+9.910000E+37,+1.138287E+04,+3.584000E+04,+2.697627E-04,+0.000000E+00,+9.910000E+37,+1.138293E+04,+3.584000E+04
18:15:00 24:10:2011	+9.981179E-01,+1.000000E-03,+9.910000E+37,+1.168990E+04,+3.584000E+04,+9.981183E-01,+1.000000E-03,+9.910000E+37,+1.168996E+04,+3.584000E+04,+9.981190E-01,+1.000000E-03,+9.910000E+37,+1.169001E+04,+3.584000E+04,+2.702186E-04,+0.000000E+00,+9.910000E+37,+1.169007E+04,+3.584000E+04
18:20:00 24:10:2011	+9.981270E-01,+1.000000E-03,+9.910000E+37,+1.199704E+04,+3.584000E+04,+9.981268E-01,+1.000000E-03,+9.910000E+37,+1.199709E+04,+3.584000E+04,+9.981286E-01,+1.000000E-03,+9.910000E+37,+1.199715E+04,+3.584000E+04,+2.699146E-04,+0.000000E+00,+9.910000E+37,+1.199721E+04,+3.584000E+04
18:25:00 24:10:2011	+9.981096E-01,+1.000000E-03,+9.910000E+37,+1.230419E+04,+3.584000E+04,+9.981126E-01,+1.000000E-03,+9.910000E+37,+1.230425E+04,+3.584000E+04,+9.981137E-01,+1.000000E-03,+9.910000E+37,+1.230431E+04,+3.584000E+04,+2.709025E-04,+0.000000E+00,+9.910000E+37,+1.230436E+04,+3.584000E+04
18:30:00 24:10:2011	+9.981124E-01,+1.000000E-03,+9.910000E+37,+1.261137E+04,+3.584000E+04,+9.981148E-01,+1.000000E-03,+9.910000E+37,+1.261142E+04,+3.584000E+04,+9.981129E-01,+1.000000E-03,+9.910000E+37,+1.261148E+04,+3.584000E+04,+2.705228E-04,+0.000000E+00,+9.910000E+37,+1.261154E+04,+3.584000E+04
18:35:00 24:10:2011	+9.981193E-01,+1.000000E-03,+9.910000E+37,+1.291847E+04,+3.584000E+04,+9.981191E-01,+1.000000E-03,+9.910000E+37,+1.291853E+04,+3.584000E+04,+9.981201E-01,+1.000000E-03,+9.910000E+37,+1.291859E+04,+3.584000E+04,+2.692312E-04,+0.000000E+00,+9.910000E+37,+1.291864E+04,+3.584000E+04
18:40:00 24:10:2011	+9.981111E-01,+1.000000E-03,+9.910000E+37,+1.322563E+04,+3.584000E+04,+9.981110E-01,+1.000000E-03,+9.910000E+37,+1.322569E+04,+3.584000E+04,+9.981138E-01,+1.000000E-03,+9.910000E+37,+1.322574E+04,+3.584000E+04,+2.711308E-04,+0.000000E+00,+9.910000E+37,+1.322580E+04,+3.584000E+04
18:45:00 24:10:2011	+9.981186E-01,+1.000000E-03,+9.910000E+37,+1.353277E+04,+3.584000E+04,+9.981157E-01,+1.000000E-03,+9.910000E+37,+1.353283E+04,+3.584000E+04,+9.981195E-01,+1.000000E-03,+9.910000E+37,+1.353288E+04,+3.584000E+04,+2.730304E-04,+0.000000E+00,+9.910000E+37,+1.353294E+04,+3.584000E+04
18:50:00 24:10:2011	+9.981227E-01,+1.000000E-03,+9.910000E+37,+1.383996E+04,+3.584000E+04,+9.981234E-01,+1.000000E-03,+9.910000E+37,+1.384001E+04,+3.584000E+04,+9.981244E-01,+1.000000E-03,+9.910000E+37,+1.384007E+04,+3.584000E+04,+2.743983E-04,+0.000000E+00,+9.910000E+37,+1.384013E+04,+3.584000E+04
18:55:00 24:10:2011	+9.981100E-01,+1.000000E-03,+9.910000E+37,+1.414705E+04,+3.584000E+04,+9.981118E-01,+1.000000E-03,+9.910000E+37,+1.414711E+04,+3.584000E+04,+9.981093E-01,+1.000000E-03,+9.910000E+37,+1.414717E+04,+3.584000E+04,+2.703714E-04,+0.000000E+00,+9.910000E+37,+1.414722E+04,+3.584000E+04
19:00:00 24:10:2011	+9.981223E-01,+1.000000E-03,+9.910000E+37,+1.445425E+04,+3.584000E+04,+9.981223E-01,+1.000000E-03,+9.910000E+37,+1.445430E+04,+3.584000E+04,+9.981226E-01,+1.000000E-03,+9.910000E+37,+1.445436E+04,+3.584000E+04,+2.738665E-04,+0.000000E+00,+9.910000E+37,+1.445442E+04,+3.584000E+04
19:05:00 24:10:2011	+9.981124E-01,+1.000000E-03,+9.910000E+37,+1.476134E+04,+3.584000E+04,+9.981132E-01,+1.000000E-03,+9.910000E+37,+1.476139E+04,+3.584000E+04,+9.981133E-01,+1.000000E-03,+9.910000E+37,+1.476145E+04,+3.584000E+04,+2.729549E-04,+0.000000E+00,+9.910000E+37,+1.476151E+04,+3.584000E+04
19:10:00 24:10:2011	+9.981185E-01,+1.000000E-03,+9.910000E+37,+1.506850E+04,+3.584000E+04,+9.981203E-01,+1.000000E-03,+9.910000E+37,+1.506856E+04,+3.584000E+04,+9.981220E-01,+1.000000E-03,+9.910000E+37,+1.506861E+04,+3.584000E+04,+2.724993E-04,+0.000000E+00,+9.910000E+37,+1.506867E+04,+3.584000E+04
13:22:31 17:02:2012	
